"lga_id","state","lga","unique_lga","pop_2006","zone","area_sq_km","surveying_effort","pop_density_2006","unique_lga_2013","longitude","latitude"
728,"Abia","Umuahia North","abia_umuahia_north",220660,"Southeast",244.5984573,"Others",902.131609642004,"abia_umuahia_north",7.4849904818472,5.59524410787802
729,"Abia","Umuahia South","abia_umuahia_south",138570,"Southeast",140.4096165,"Others",986.898215764303,"abia_umuahia_south",7.45542644468412,5.49390506581368
730,"Abia","Umunneochi","abia_umunneochi",163928,"Southeast",368.4908197,"148",444.863185827693,"abia_umu_neochi",7.40855557183264,5.96427700832601
731,"Kano","Ungogo","kano_ungogo",369657,"Northwest",204.4089753,"Others",1808.41863454124,"kano_ungogo",8.5391323713826,12.0572592503809
732,"Imo","Onuimo","imo_onuimo",99247,"Southeast",86.74752662,"113",1144.09025671423,"imo_unuimo",7.22648978167539,5.7879358279856
733,"Akwa Ibom","Uruan","akwa_ibom_uruan",118300,"South-South",346.5393559,"Others",341.375367576252,"akwa_ibom_uruan",8.05524049480087,5.01100825692434
734,"Akwa Ibom","Urue Offong/Oruko","akwa_ibom_urue_offong_oruko",71159,"South-South",127.0164771,"Others",560.234401273597,"akwa_ibom_urue_offong_oruko",8.16955900150199,4.71437605860086
735,"Benue","Ushongo","benue_ushongo",188341,"North-Central",1227.608696,"Others",153.421037675673,"benue_ushongo",9.06862742211609,7.10251273494765
736,"Taraba","Ussa","taraba_ussa",92017,"Northeast",1494.314869,"Others",61.578052864841,"taraba_ussa",10.0333737405454,7.07443655831485
737,"Delta","Uvwie","delta_uvwie",191472,"South-South",95.22118617,"Others",2010.81301022823,"delta_uvwie",5.78278419874696,5.5730813250752
738,"Akwa Ibom","Uyo","akwa_ibom_uyo",309573,"South-South",186.5181455,"Others",1659.74736222112,"akwa_ibom_uyo",7.91678204076168,5.00823054395517
739,"Enugu","Uzo Uwani","enugu_uzo_uwani",124480,"Southeast",854.9982898,"148",145.590934490779,"enugu_uzo_uwani",7.14126361722915,6.73284477784912
740,"Benue","Vandeikya","benue_vandeikya",230120,"North-Central",930.9152882,"148",247.197573094922,"benue_vandeikya",9.05064527644558,6.86836146709149
741,"Sokoto","Wamako","sokoto_wamako",179619,"Northwest",697.4329198,"Others",257.543048084837,"sokoto_wammako",5.09396841231798,13.0778103140786
742,"Nasarawa","Wamba","nasarawa_wamba",72894,"North-Central",1155.882713,"113",63.0634918060237,"nasarawa_wamba",8.68777822223586,8.97744150927642
743,"Kano","Warawa","kano_warawa",128787,"Northwest",359.9611076,"148",357.780319264692,"kano_warawa",8.76045415346448,11.9065872703251
744,"Bauchi","Warji","bauchi_warji",114720,"Northeast",624.9815171,"Others",183.557428277746,"bauchi_warji",9.73872631666029,11.160161225605
745,"Delta","Warri North","delta_warri_north",137300,"South-South",1842.139974,"Others",74.5328812890741,"delta_warri_north",5.24430729707735,5.9076729269891
746,"Delta","Warri South","delta_warri_south",303417,"South-South",633.7679843,"Others",478.750911242583,"delta_warri_south",5.61024583633541,5.62890114348624
747,"Delta","Warri South West","delta_warri_south_west",116681,"South-South",1723.109198,"113",67.7153834100768,"delta_warri_south_west",5.41065864464123,5.58105283134203
748,"Kebbi","Wasagu/Danko","kebbi_wasagu_danko",265203,"Northwest",4018.531628,"Others",65.9950012965283,"kebbi_wasagu_danko",5.63150242578371,11.448754287404
749,"Plateau","Wase","plateau_wase",161714,"North-Central",5027.776452,"Others",32.1641189786137,"plateau_wase",10.2181372214849,9.07178154409028
750,"Kano","Wudil","kano_wudil",185189,"Northwest",361.7213222,"Others",511.965949017533,"kano_wudil",8.87918812994067,11.7470630143021
751,"Taraba","Wukari","taraba_wukari",241546,"Northeast",4305.316121,"Others",56.1041264361085,"taraba_wukari",9.8149120316985,7.97483803654587
752,"Sokoto","Wurno","sokoto_wurno",162307,"Northwest",684.995827,"Others",236.94596901537,"sokoto_wurno",5.51045698659112,13.2457513679522
753,"Niger","Wushishi","niger_wushishi",81783,"North-Central",1880.272354,"113",43.4952946183668,"niger_wushishi",5.95800433187658,9.6870373222005
754,"Sokoto","Yabo","sokoto_yabo",115011,"Northwest",789.3883696,"Others",145.696344700744,"sokoto_yabo",4.95002292126024,12.7811370502104
755,"Kogi","Yagba East","kogi_yagba_east",149023,"North-Central",1397.065119,"Others",106.668614063365,"kogi_yagba_east",5.7711955218076,8.17197000142066
756,"Kogi","Yagba West","kogi_yagba_west",140150,"North-Central",1277.235686,"Others",109.72916082459,"kogi_yagba_west",5.53906586162555,8.31599108336812
757,"Cross River","Yakurr","cross_river_yakurr",196450,"South-South",669.587039,"Others",293.389788866567,"cross_river_yakurr",8.1837594839368,5.80241832150998
758,"Cross River","Yala","cross_river_yala",210843,"South-South",1738.744335,"113",121.261645979712,"cross_river_yala",8.58503097251804,6.65711647351422
759,"Gombe","Yamaltu Deba","gombe_yamaltu_deba",255248,"Northeast",1978.763409,"148",128.993693151519,"gombe_yalmatu_deba",11.4754460977899,10.2612657545224
760,"Jigawa","Yankwashi","jigawa_yankwashi",95759,"Northwest",371.15931,"Others",257.999725239278,"jigawa_yankwashi",8.5197146888131,12.7506910702181
761,"Kebbi","Yauri","kebbi_yauri",88777,"Northwest",1390.464385,"Others",63.8470146792001,"kebbi_yauri",4.49903247874281,11.0109582017362
762,"Bayelsa","Yenagoa","bayelsa_yenagoa",353344,"South-South",706.5354993,"Others",500.107921470436,"bayelsa_yenagoa",6.34764537908964,5.03235193303726
763,"Adamawa","Yola North","adamawa_yola_north",198247,"Northeast",716.6815687,"Others",276.617969064843,"adamawa_yola_north",12.3714699798125,9.23811113237967
764,"Adamawa","Yola South","adamawa_yola_south",194607,"Northeast",112.5914137,"Others",1728.43553166968,"adamawa_yola_south",12.4118433951273,9.25517274916954
765,"Taraba","Yorro","taraba_yorro",89410,"Northeast",1274.047923,"148",70.177893928406,"taraba_yorro",11.5424643524333,8.89628625185271
766,"Yobe","Yunusari","yobe_yunusari",125821,"Northeast",3785.590281,"113",33.2368245532274,"yobe_yunusari",11.7665581948257,13.1000166402101
767,"Yobe","Yusufari","yobe_yusufari",111086,"Northeast",3925.016532,"148",28.3020463975972,"yobe_yusufari",10.8930541181889,13.1773655658457
768,"Bauchi","Zakki","bauchi_zakki",191457,"Northeast",1475.193111,"Others",129.784364211283,"bauchi_zakki",10.3648770650231,12.2411466790379
769,"Katsina","Zango","katsina_zango",154743,"Northwest",601.3395364,"Others",257.330494060626,"katsina_zango",8.54214756253226,12.9382876245889
770,"Kaduna","Zangon Kataf","kaduna_zangon_kataf",316370,"Northwest",2667.340256,"Others",118.608789894108,"kaduna_zangon_kataf",8.23657996162881,9.8404360822697
771,"Kaduna","Zaria","kaduna_zaria",408198,"Northwest",299.8297607,"Others",1361.43256442255,"kaduna_zaria",7.70561601473941,11.0375211598456
772,"Taraba","Zing","taraba_zing",127363,"Northeast",1029.030546,"Others",123.76989244399,"taraba_zing",11.7448043001455,8.87992769648431
773,"Zamfara","Zurmi","zamfara_zurmi",293837,"Northwest",2835.29893,"113",103.635280531073,"zamfara_zurmi",6.76760183171394,12.8164702149692
774,"Kebbi","Zuru","kebbi_zuru",165547,"Northwest",653.5930441,"Others",253.287579319267,"kebbi_zuru",5.29609361048089,11.4904830665233
